combo_id,scenario_id,season,T_hissedilen,hedef_Clo,V_ruzgar,piece_ids,layer_count,total_Clo_C,delta_Clo,rank,aesthetic_score,fashionclip_score,color_score,scorer,collage_path,preference_score,labeler
VC0001,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV1347|LV2565|LV0031,3,0.93,0.8212,3.662,4.155,,4.155,color_fast,data/assets/combos/VC0001.jpg,,
VC0002,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2485|LV0497|SP1017|LV0023|LV1004,5,1.23,0.5212,3.198,3.211,,3.211,color_fast,data/assets/combos/VC0002.jpg,,
VC0003,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV1348|LV0821|LV0023,3,0.93,0.8212,3.102,3.595,,3.595,color_fast,data/assets/combos/VC0003.jpg,,
VC0004,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2516|LV2542|SP0238|SP0952|LV0875,5,1.17,0.5812,3.02,3.869,,3.869,color_fast,data/assets/combos/VC0004.jpg,,
VC0005,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV1397|LV2232|LV0031,3,0.93,0.8212,3.014,3.507,,3.507,color_fast,data/assets/combos/VC0005.jpg,,
VC0006,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV1348|LV2495|LV0031,3,0.93,0.8212,2.897,3.39,,3.39,color_fast,data/assets/combos/VC0006.jpg,,
VC0007,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2555|SP0796|LV2578|SP0952,4,0.96,0.7912,2.867,4.142,,4.142,color_fast,data/assets/combos/VC0007.jpg,,
VC0008,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0821|SP0717|LV1245|LV0031,4,0.96,0.7912,2.787,4.062,,4.062,color_fast,data/assets/combos/VC0008.jpg,,
VC0009,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0500|LV0850|LV0021,3,0.93,0.8212,2.739,3.232,,3.232,color_fast,data/assets/combos/VC0009.jpg,,
VC0010,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV1402|LV2495|LV0021|LV0901,4,0.97,0.7812,2.659,2.828,,2.828,color_fast,data/assets/combos/VC0010.jpg,,
VC0011,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2551|SP0796|LV1237|LV0023|LV0836,5,1.05,0.7012,2.572,3.493,,3.493,color_fast,data/assets/combos/VC0011.jpg,,
VC0012,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0910|SP0503|SP1231|LV0021|LV0903,5,1.05,0.7012,2.57,3.491,,3.491,color_fast,data/assets/combos/VC0012.jpg,,
VC0013,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2555|SP1282|LV1296|LV0023,4,0.9,0.8512,2.525,3.836,,3.836,color_fast,data/assets/combos/VC0013.jpg,,
VC0014,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0695|LV0135|SP1261|LV0031|LV0845,5,1.05,0.7012,2.465,3.386,,3.386,color_fast,data/assets/combos/VC0014.jpg,,
VC0015,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV1344|LV0423|LV0023|LV0864,4,0.97,0.7812,2.46,2.629,,2.629,color_fast,data/assets/combos/VC0015.jpg,,
VC0016,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2496|LV0402|SP0135|LV0021,4,1.06,0.6912,2.424,3.639,,3.639,color_fast,data/assets/combos/VC0016.jpg,,
VC0017,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0550|SP0141|LV1217|LV0023|LV1004,5,0.95,0.8012,2.408,3.389,,3.389,color_fast,data/assets/combos/VC0017.jpg,,
VC0018,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2551|LV0157|SP1139|LV0021|LV0834,5,1.17,0.5812,2.386,3.235,,3.235,color_fast,data/assets/combos/VC0018.jpg,,
VC0019,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2516|LV0348|SP0345|LV0023|LV0909,5,1.17,0.5812,2.376,3.225,,3.225,color_fast,data/assets/combos/VC0019.jpg,,
VC0020,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2516|LV0572|LV1191|LV0023,4,1.0,0.7512,2.339,3.59,,3.59,color_fast,data/assets/combos/VC0020.jpg,,
VC0021,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2524|LV1326|SP1030|LV0031|LV0919,5,1.17,0.5812,2.319,3.168,,3.168,color_fast,data/assets/combos/VC0021.jpg,,
VC0022,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2496|LV0058|SP1044|LV0031,4,0.96,0.7912,2.312,3.587,,3.587,color_fast,data/assets/combos/VC0022.jpg,,
VC0023,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0550|LV0064|SP1492|LV0021|LV1012,5,1.01,0.7412,2.29,3.235,,3.235,color_fast,data/assets/combos/VC0023.jpg,,
VC0024,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2524|LV0404|LV1243|SP0952|LV1007,5,1.05,0.7012,2.274,3.195,,3.195,color_fast,data/assets/combos/VC0024.jpg,,
VC0025,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2555|LV2507|SP0992|LV0021|LV0903,5,1.05,0.7012,2.273,3.194,,3.194,color_fast,data/assets/combos/VC0025.jpg,,
VC0026,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2496|LV0694|LV1198|LV0031|LV0895,5,1.05,0.7012,2.253,3.174,,3.174,color_fast,data/assets/combos/VC0026.jpg,,
VC0027,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2501|SP1497|SP0873|SP0952|LV1007,5,1.01,0.7412,2.25,3.195,,3.195,color_fast,data/assets/combos/VC0027.jpg,,
VC0028,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2495|SP1027|LV2020|LV0031|LV0919,5,1.0,0.7512,2.23,3.181,,3.181,color_fast,data/assets/combos/VC0028.jpg,,
VC0029,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0371|SP0717|LV2233|LV0021,4,0.9,0.8512,2.21,3.521,,3.521,color_fast,data/assets/combos/VC0029.jpg,,
VC0030,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2496|LV2439|SP0367|LV0031,4,1.01,0.7412,2.203,3.448,,3.448,color_fast,data/assets/combos/VC0030.jpg,,
VC0031,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0925|SP0156|LV0021,3,0.42,1.3312,2.201,5.0,,5.0,color_fast,data/assets/combos/VC0031.jpg,,
VC0032,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0550|SP1267|LV1301|LV0021|LV0919,5,0.94,0.8112,2.194,3.181,,3.181,color_fast,data/assets/combos/VC0032.jpg,,
VC0033,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0850|LV0449|LV1210|LV0021|LV0909,5,1.04,0.7112,2.193,3.12,,3.12,color_fast,data/assets/combos/VC0033.jpg,,
VC0034,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2565|LV2507|SP1152|LV0031|LV1007,5,1.01,0.7412,2.191,3.136,,3.136,color_fast,data/assets/combos/VC0034.jpg,,
VC0035,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2524|LV0053|SP0725|LV0031|LV0919,5,1.22,0.5312,2.191,3.01,,3.01,color_fast,data/assets/combos/VC0035.jpg,,
VC0036,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2493|SP1446|LV1237|SP0952|LV0836,5,1.05,0.7012,2.187,3.108,,3.108,color_fast,data/assets/combos/VC0036.jpg,,
VC0037,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2508|LV0381|LV1224|LV0023|LV1012,5,1.11,0.6412,2.186,3.071,,3.071,color_fast,data/assets/combos/VC0037.jpg,,
VC0038,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0571|LV0579|LV1214|SP0952|LV0875,5,0.94,0.8112,2.153,3.14,,3.14,color_fast,data/assets/combos/VC0038.jpg,,
VC0039,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV2524|SP1171|SP0238|LV0021|LV1004,5,1.01,0.7412,2.135,3.08,,3.08,color_fast,data/assets/combos/VC0039.jpg,,
VC0040,kis_soguk_ruzgarli,kis,-0.06,1.7512,25,LV0307|SP1101|SP0788|LV0021|LV0895,5,1.0,0.7512,2.133,3.084,,3.084,color_fast,data/assets/combos/VC0040.jpg,,
VC0041,kis_orta,kis,5.17,1.4192,10,LV0885|LV1358|SP0284|LV0031,4,1.18,0.2392,4.152,4.296,,4.296,color_fast,data/assets/combos/VC0041.jpg,,
VC0042,kis_orta,kis,5.17,1.4192,10,LV1354|LV2482|SP0952,3,0.93,0.4892,4.019,4.313,,4.313,color_fast,data/assets/combos/VC0042.jpg,,
VC0043,kis_orta,kis,5.17,1.4192,10,LV1459|LV2516|SP0952,3,0.8,0.6192,3.941,4.313,,4.313,color_fast,data/assets/combos/VC0043.jpg,,
VC0044,kis_orta,kis,5.17,1.4192,10,LV2516|LV2542|SP0238|SP0952,4,1.13,0.2892,3.899,4.073,,4.073,color_fast,data/assets/combos/VC0044.jpg,,
VC0045,kis_orta,kis,5.17,1.4192,10,LV2572|LV2555|LV0023,3,0.8,0.6192,3.783,4.155,,4.155,color_fast,data/assets/combos/VC0045.jpg,,
VC0046,kis_orta,kis,5.17,1.4192,10,LV2298|LV2565|LV0031,3,0.8,0.6192,3.778,4.15,,4.15,color_fast,data/assets/combos/VC0046.jpg,,
VC0047,kis_orta,kis,5.17,1.4192,10,SP0927|LV2482|LV0023,3,0.8,0.6192,3.652,4.024,,4.024,color_fast,data/assets/combos/VC0047.jpg,,
VC0048,kis_orta,kis,5.17,1.4192,10,LV0426|SP1402|SP0869|LV0031|LV1004,5,1.01,0.4092,3.648,3.594,,3.594,color_fast,data/assets/combos/VC0048.jpg,,
VC0049,kis_orta,kis,5.17,1.4192,10,LV2531|LV0121|LV2489|SP0952|LV0893,5,1.0,0.4192,3.579,3.531,,3.531,color_fast,data/assets/combos/VC0049.jpg,,
VC0050,kis_orta,kis,5.17,1.4192,10,LV2555|LV0264|LV2274|LV0031|LV0903,5,1.11,0.3092,3.516,3.402,,3.402,color_fast,data/assets/combos/VC0050.jpg,,
VC0051,kis_orta,kis,5.17,1.4192,10,LV0695|LV0135|SP1261|LV0031|LV0845,5,1.05,0.3692,3.464,3.386,,3.386,color_fast,data/assets/combos/VC0051.jpg,,
VC0052,kis_orta,kis,5.17,1.4192,10,LV1490|LV2496|LV0031|LV1096,4,0.85,0.5692,3.46,3.502,,3.502,color_fast,data/assets/combos/VC0052.jpg,,
VC0053,kis_orta,kis,5.17,1.4192,10,LV1445|LV0520|LV0021,3,0.8,0.6192,3.449,3.821,,3.821,color_fast,data/assets/combos/VC0053.jpg,,
VC0054,kis_orta,kis,5.17,1.4192,10,LV1511|LV2551|SP0952|LV0836,4,0.84,0.5792,3.445,3.493,,3.493,color_fast,data/assets/combos/VC0054.jpg,,
VC0055,kis_orta,kis,5.17,1.4192,10,LV2516|LV2509|SP1317|LV0021|LV0909,5,1.0,0.4192,3.439,3.391,,3.391,color_fast,data/assets/combos/VC0055.jpg,,
VC0056,kis_orta,kis,5.17,1.4192,10,LV1513|LV2528|LV0021,3,0.8,0.6192,3.43,3.802,,3.802,color_fast,data/assets/combos/VC0056.jpg,,
VC0057,kis_orta,kis,5.17,1.4192,10,LV1485|LV2555|LV0021,3,0.8,0.6192,3.43,3.802,,3.802,color_fast,data/assets/combos/VC0057.jpg,,
VC0058,kis_orta,kis,5.17,1.4192,10,LV2516|LV0348|SP0345|LV0023,4,1.13,0.2892,3.418,3.592,,3.592,color_fast,data/assets/combos/VC0058.jpg,,
VC0059,kis_orta,kis,5.17,1.4192,10,LV2508|LV1365|SP0069|LV0031|LV0905,5,1.22,0.1992,3.401,3.221,,3.221,color_fast,data/assets/combos/VC0059.jpg,,
VC0060,kis_orta,kis,5.17,1.4192,10,LV2402|LV2495|SP0952|LV0901,4,0.84,0.5792,3.397,3.445,,3.445,color_fast,data/assets/combos/VC0060.jpg,,
VC0061,kis_orta,kis,5.17,1.4192,10,LV0691|LV0109|SP0788|LV0023|LV1087,5,1.01,0.4092,3.348,3.294,,3.294,color_fast,data/assets/combos/VC0061.jpg,,
VC0062,kis_orta,kis,5.17,1.4192,10,LV2524|LV2401|SP1233|LV0023|LV0834,5,1.0,0.4192,3.316,3.268,,3.268,color_fast,data/assets/combos/VC0062.jpg,,
VC0063,kis_orta,kis,5.17,1.4192,10,LV2555|SP0127|SP0355|LV0021|LV1087,5,1.06,0.3592,3.313,3.229,,3.229,color_fast,data/assets/combos/VC0063.jpg,,
VC0064,kis_orta,kis,5.17,1.4192,10,LV0550|LV0475|SP1289|LV0031|LV0903,5,1.22,0.1992,3.302,3.122,,3.122,color_fast,data/assets/combos/VC0064.jpg,,
VC0065,kis_orta,kis,5.17,1.4192,10,LV1348|LV0821|LV0023,3,0.93,0.4892,3.301,3.595,,3.595,color_fast,data/assets/combos/VC0065.jpg,,
VC0066,kis_orta,kis,5.17,1.4192,10,LV2232|LV0226|SP1467|LV0023|LV0877,5,1.22,0.1992,3.277,3.097,,3.097,color_fast,data/assets/combos/VC0066.jpg,,
VC0067,kis_orta,kis,5.17,1.4192,10,LV1504|LV2565|LV0023|LV0914,4,0.84,0.5792,3.272,3.32,,3.32,color_fast,data/assets/combos/VC0067.jpg,,
VC0068,kis_orta,kis,5.17,1.4192,10,LV2550|LV1384|SP0954|LV0031,4,1.13,0.2892,3.264,3.438,,3.438,color_fast,data/assets/combos/VC0068.jpg,,
VC0069,kis_orta,kis,5.17,1.4192,10,LV2496|LV0694|LV1198|LV0031|LV0895,5,1.05,0.3692,3.252,3.174,,3.174,color_fast,data/assets/combos/VC0069.jpg,,
